"seed","map_idx","merit_mean","merit_median","merit_sd","nutrients_consumed_mean","nutrients_consumed_median","nutrients_consumed_sd","moves_off_path_mean","moves_off_path_median","moves_off_path_sd","base_score_mean","base_score_median","base_score_sd","seed_order","category"
159,0,11782100,11782100,0,237,237,0,18,18,0,219,219,0,178,"Pattern cycling"
159,1,19826500,19826500,0,255,255,0,29,29,0,226,226,0,178,"Pattern cycling"
159,2,3862730,3862730,0,233,233,0,29,29,0,204,204,0,178,"Pattern cycling"
159,3,385429,385429,0,218,218,0,45,45,0,173,173,0,178,"Pattern cycling"
160,0,22854.6,22854.6,0,187,187,0,52,52,0,135,135,0,62,"Pattern cycling"
160,1,229046,229046,0,215,215,0,49,49,0,166,166,0,62,"Pattern cycling"
160,2,16975.4,16975.4,0,179,179,0,48,48,0,131,131,0,62,"Pattern cycling"
160,3,11705.1,11705.1,0,171,171,0,45,45,0,126,126,0,62,"Pattern cycling"
161,0,229046,229046,0,172,172,0,6,6,0,166,166,0,103,"Pattern cycling"
161,1,87130.6,87130.6,0,163,163,0,10,10,0,153,153,0,103,"Pattern cycling"
161,2,51778.5,51778.5,0,179,179,0,33,33,0,146,146,0,103,"Pattern cycling"
161,3,5166.54,5166.54,0,128,128,0,13,13,0,115,115,0,103,"Pattern cycling"
162,0,6955.92,6955.92,0,137,137,0,18,18,0,119,119,0,38,"Pattern cycling"
162,1,10087.8,10087.8,0,140,140,0,16,16,0,124,124,0,38,"Pattern cycling"
162,2,5565.3,5565.3,0,134,134,0,18,18,0,116,116,0,38,"Pattern cycling"
162,3,0,0,0,23,23,0,24,24,0,-1,-1,0,38,"Pattern cycling"
163,0,24618.6,24618.6,0,164,164,0,28,28,0,136,136,0,77,"Pattern cycling"
163,1,75091.9,75091.9,0,157,157,0,6,6,0,151,151,0,77,"Pattern cycling"
163,2,24618.6,24618.6,0,161,161,0,25,25,0,136,136,0,77,"Pattern cycling"
163,3,10087.8,10087.8,0,166,166,0,42,42,0,124,124,0,77,"Pattern cycling"
164,0,1013210,1013210,0,246,246,0,60,60,0,186,186,0,164,"Pattern cycling"
164,1,48384900,48384900,0,301,301,0,63,63,0,238,238,0,164,"Pattern cycling"
164,2,2663490,2663490,0,302,302,0,103,103,0,199,199,0,164,"Pattern cycling"
164,3,873213,873213,0,288,288,0,104,104,0,184,184,0,164,"Pattern cycling"
165,0,5200540,5200540,0,213,213,0,5,5,0,208,208,0,179,"Spiraling"
165,1,6500020,6500020,0,216,216,0,5,5,0,211,211,0,179,"Spiraling"
165,2,24780600,24780600,0,258,258,0,29,29,0,229,229,0,179,"Spiraling"
165,3,7542100,7542100,0,223,223,0,10,10,0,213,213,0,179,"Spiraling"
166,0,1693.83,1693.83,0,186,186,0,86,86,0,100,100,0,19,"Loop"
166,1,1258.1,1258.1,0,168,168,0,72,72,0,96,96,0,19,"Loop"
166,2,644.342,644.342,0,285,285,0,198,198,0,87,87,0,19,"Loop"
166,3,2280.47,2280.47,0,379,379,0,275,275,0,104,104,0,19,"Loop"
167,0,157936,157936,0,184,184,0,23,23,0,161,161,0,63,"Plowing"
167,1,7492.79,7492.79,0,149,149,0,29,29,0,120,120,0,63,"Plowing"
167,2,16975.4,16975.4,0,162,162,0,31,31,0,131,131,0,63,"Plowing"
167,3,24618.6,24618.6,0,176,176,0,40,40,0,136,136,0,63,"Plowing"
168,0,934.459,934.459,0,99,99,0,7,7,0,92,92,0,5,"Pattern cycling"
168,1,515.526,515.526,0,95,95,0,11,11,0,84,84,0,5,"Pattern cycling"
168,2,382.909,382.909,0,94,94,0,14,14,0,80,80,0,5,"Pattern cycling"
168,3,0,0,0,25,25,0,909,909,0,-884,-884,0,5,"Pattern cycling"
169,0,87130.6,87130.6,0,174,174,0,21,21,0,153,153,0,144,"Pattern cycling"
169,1,648583,648583,0,209,209,0,29,29,0,180,180,0,144,"Pattern cycling"
169,2,93855.4,93855.4,0,173,173,0,19,19,0,154,154,0,144,"Pattern cycling"
169,3,286279,286279,0,202,202,0,33,33,0,169,169,0,144,"Pattern cycling"
170,0,873213,873213,0,266,266,0,82,82,0,184,184,0,161,"Pattern cycling"
170,1,332175,332175,0,252,252,0,81,81,0,171,171,0,161,"Pattern cycling"
170,2,286279,286279,0,270,270,0,101,101,0,169,169,0,161,"Pattern cycling"
170,3,1013210,1013210,0,238,238,0,52,52,0,186,186,0,161,"Pattern cycling"
171,0,136114,136114,0,171,171,0,12,12,0,159,159,0,141,"Pattern cycling"
171,1,481738,481738,0,189,189,0,13,13,0,176,176,0,141,"Pattern cycling"
171,2,357813,357813,0,184,184,0,12,12,0,172,172,0,141,"Pattern cycling"
171,3,265767,265767,0,188,188,0,20,20,0,168,168,0,141,"Pattern cycling"
172,0,87130.6,87130.6,0,215,215,0,62,62,0,153,153,0,107,"Plowing"
172,1,64716.6,64716.6,0,205,205,0,56,56,0,149,149,0,107,"Plowing"
172,2,183256,183256,0,216,216,0,53,53,0,163,163,0,107,"Plowing"
172,3,0,0,0,15,15,0,1306,1306,0,-1291,-1291,0,107,"Plowing"
173,0,6955.92,6955.92,0,181,181,0,62,62,0,119,119,0,53,"Pattern cycling"
173,1,38458.7,38458.7,0,204,204,0,62,62,0,142,142,0,53,"Pattern cycling"
173,2,10866.4,10866.4,0,188,188,0,63,63,0,125,125,0,53,"Pattern cycling"
173,3,0,0,0,74,74,0,251,251,0,-177,-177,0,53,"Pattern cycling"
174,0,1019870000,1019870000,0,358,358,0,79,79,0,279,279,0,195,"Spiraling"
174,1,21497200000,21497200000,0,406,406,0,86,86,0,320,320,0,195,"Spiraling"
174,2,1.02434e+11,1.02434e+11,0,413,413,0,72,72,0,341,341,0,195,"Spiraling"
174,3,2488920000,2488920000,0,387,387,0,96,96,0,291,291,0,195,"Spiraling"
175,0,18285.5,18285.5,0,132,132,0,0,0,0,132,132,0,65,"Plowing"
175,1,18285.5,18285.5,0,132,132,0,0,0,0,132,132,0,65,"Plowing"
175,2,14629.9,14629.9,0,133,133,0,4,4,0,129,129,0,65,"Plowing"
175,3,0,0,0,22,22,0,436,436,0,-414,-414,0,65,"Plowing"
176,0,385429,385429,0,339,339,0,166,166,0,173,173,0,148,"Loop"
176,1,385429,385429,0,339,339,0,166,166,0,173,173,0,148,"Loop"
176,2,146619,146619,0,331,331,0,171,171,0,160,160,0,148,"Loop"
176,3,11705.1,11705.1,0,311,311,0,185,185,0,126,126,0,148,"Loop"
177,0,16975.4,16975.4,0,174,174,0,43,43,0,131,131,0,104,"Plowing"
177,1,55774.8,55774.8,0,199,199,0,52,52,0,147,147,0,104,"Plowing"
177,2,101099,101099,0,189,189,0,34,34,0,155,155,0,104,"Plowing"
177,3,86.5609,86.5609,0,126,126,0,66,66,0,60,60,0,104,"Plowing"
178,0,1355.2,1355.2,0,97,97,0,0,0,0,97,97,0,12,"Pattern cycling"
178,1,1355.2,1355.2,0,97,97,0,0,0,0,97,97,0,12,"Pattern cycling"
178,2,1084.27,1084.27,0,98,98,0,4,4,0,94,94,0,12,"Pattern cycling"
178,3,598.174,598.174,0,91,91,0,5,5,0,86,86,0,12,"Pattern cycling"
179,0,2131000,2131000,0,244,244,0,48,48,0,196,196,0,167,"Plowing"
179,1,602111,602111,0,216,216,0,37,37,0,179,179,0,167,"Plowing"
179,2,447221,447221,0,209,209,0,34,34,0,175,175,0,167,"Plowing"
179,3,26693200,26693200,0,308,308,0,78,78,0,230,230,0,167,"Plowing"
180,0,55774.8,55774.8,0,173,173,0,26,26,0,147,147,0,68,"Plowing"
180,1,44624.4,44624.4,0,174,174,0,30,30,0,144,144,0,68,"Plowing"
180,2,19696.8,19696.8,0,162,162,0,29,29,0,133,133,0,68,"Plowing"
180,3,0,0,0,40,40,0,42,42,0,-2,-2,0,68,"Plowing"
181,0,1836570,1836570,0,264,264,0,70,70,0,194,194,0,86,"Pattern cycling"
181,1,33145,33145,0,207,207,0,67,67,0,140,140,0,86,"Pattern cycling"
181,2,6955.92,6955.92,0,152,152,0,33,33,0,119,119,0,86,"Pattern cycling"
181,3,10087.8,10087.8,0,178,178,0,54,54,0,124,124,0,86,"Pattern cycling"
182,0,60475000,60475000,0,275,275,0,34,34,0,241,241,0,176,"Reactive meandering"
182,1,3090490,3090490,0,238,238,0,37,37,0,201,201,0,176,"Reactive meandering"
182,2,170125,170125,0,178,178,0,16,16,0,162,162,0,176,"Reactive meandering"
182,3,2869060,2869060,0,259,259,0,59,59,0,200,200,0,176,"Reactive meandering"
183,0,9365.04,9365.04,0,152,152,0,29,29,0,123,123,0,50,"Pattern cycling"
183,1,30770.1,30770.1,0,163,163,0,24,24,0,139,139,0,50,"Pattern cycling"
183,2,14629.9,14629.9,0,159,159,0,30,30,0,129,129,0,50,"Pattern cycling"
183,3,934.459,934.459,0,138,138,0,46,46,0,92,92,0,50,"Pattern cycling"
184,0,3307.26,3307.26,0,114,114,0,5,5,0,109,109,0,54,"Pattern cycling"
184,1,4133.65,4133.65,0,117,117,0,5,5,0,112,112,0,54,"Pattern cycling"
184,2,11705.1,11705.1,0,134,134,0,8,8,0,126,126,0,54,"Pattern cycling"
184,3,33145,33145,0,174,174,0,34,34,0,140,140,0,54,"Pattern cycling"
185,0,10087.8,10087.8,0,136,136,0,12,12,0,124,124,0,42,"Plowing"
185,1,15759.1,15759.1,0,149,149,0,19,19,0,130,130,0,42,"Plowing"
185,2,7492.79,7492.79,0,135,135,0,15,15,0,120,120,0,42,"Plowing"
185,3,264.029,264.029,0,96,96,0,21,21,0,75,75,0,42,"Plowing"
186,0,108902,108902,0,156,156,0,0,0,0,156,156,0,116,"Pattern cycling"
186,1,60079.6,60079.6,0,156,156,0,8,8,0,148,148,0,116,"Pattern cycling"
186,2,80887.6,80887.6,0,154,154,0,2,2,0,152,152,0,116,"Pattern cycling"
186,3,28565.4,28565.4,0,209,209,0,71,71,0,138,138,0,116,"Pattern cycling"
187,0,4796.36,4796.36,0,125,125,0,11,11,0,114,114,0,35,"Pattern cycling"
187,1,6457.53,6457.53,0,137,137,0,19,19,0,118,118,0,35,"Pattern cycling"
187,2,4796.36,4796.36,0,132,132,0,18,18,0,114,114,0,35,"Pattern cycling"
187,3,3837.47,3837.47,0,131,131,0,20,20,0,111,111,0,35,"Pattern cycling"
188,0,17199500000,17199500000,0,356,356,0,39,39,0,317,317,0,197,"Spiraling"
188,1,1.73127e+13,1.73127e+13,0,433,433,0,23,23,0,410,410,0,197,"Spiraling"
188,2,19956900000,19956900000,0,350,350,0,31,31,0,319,319,0,197,"Spiraling"
188,3,4.20659e+11,4.20659e+11,0,379,379,0,19,19,0,360,360,0,197,"Spiraling"
189,0,170125,170125,0,173,173,0,11,11,0,162,162,0,127,"Pattern cycling"
189,1,197400,197400,0,170,170,0,6,6,0,164,164,0,127,"Pattern cycling"
189,2,157936,157936,0,180,180,0,19,19,0,161,161,0,127,"Pattern cycling"
189,3,93855.4,93855.4,0,192,192,0,38,38,0,154,154,0,127,"Pattern cycling"
190,0,2.69276e+11,2.69276e+11,0,412,412,0,58,58,0,354,354,0,198,"Spiraling"
190,1,6.11397e+12,6.11397e+12,0,427,427,0,31,31,0,396,396,0,198,"Spiraling"
190,2,9.57206e+13,9.57206e+13,0,459,459,0,26,26,0,433,433,0,198,"Spiraling"
190,3,4.53126e+11,4.53126e+11,0,427,427,0,66,66,0,361,361,0,198,"Spiraling"
191,0,5994.84,5994.84,0,150,150,0,33,33,0,117,117,0,45,"Pattern cycling"
191,1,1693.83,1693.83,0,136,136,0,36,36,0,100,100,0,45,"Pattern cycling"
191,2,13581.7,13581.7,0,163,163,0,35,35,0,128,128,0,45,"Pattern cycling"
191,3,8071.09,8071.09,0,138,138,0,17,17,0,121,121,0,45,"Pattern cycling"
192,0,265767,265767,0,173,173,0,5,5,0,168,168,0,146,"Spiraling"
192,1,332175,332175,0,175,175,0,4,4,0,171,171,0,146,"Spiraling"
192,2,52119300,52119300,0,243,243,0,4,4,0,239,239,0,146,"Spiraling"
192,3,1175640,1175640,0,226,226,0,38,38,0,188,188,0,146,"Spiraling"
193,0,48068.5,48068.5,0,177,177,0,32,32,0,145,145,0,100,"Plowing"
193,1,35703.1,35703.1,0,174,174,0,33,33,0,141,141,0,100,"Plowing"
193,2,64716.6,64716.6,0,189,189,0,40,40,0,149,149,0,100,"Plowing"
193,3,0,0,0,14,14,0,1232,1232,0,-1218,-1218,0,100,"Plowing"
194,0,24618.6,24618.6,0,195,195,0,59,59,0,136,136,0,78,"Pattern cycling"
194,1,126361,126361,0,219,219,0,61,61,0,158,158,0,78,"Pattern cycling"
194,2,33145,33145,0,191,191,0,51,51,0,140,140,0,78,"Pattern cycling"
194,3,5994.84,5994.84,0,236,236,0,119,119,0,117,117,0,78,"Pattern cycling"
195,0,126361,126361,0,178,178,0,20,20,0,158,158,0,118,"Plowing"
195,1,93855.4,93855.4,0,178,178,0,24,24,0,154,154,0,118,"Plowing"
195,2,157936,157936,0,187,187,0,26,26,0,161,161,0,118,"Plowing"
195,3,0,0,0,64,64,0,80,80,0,-16,-16,0,118,"Plowing"
196,0,48384900,48384900,0,297,297,0,59,59,0,238,238,0,189,"Pattern cycling"
196,1,10937900,10937900,0,301,301,0,83,83,0,218,218,0,189,"Pattern cycling"
196,2,447221,447221,0,277,277,0,102,102,0,175,175,0,189,"Pattern cycling"
196,3,44918100,44918100,0,327,327,0,90,90,0,237,237,0,189,"Pattern cycling"
197,0,558969,558969,0,209,209,0,31,31,0,178,178,0,132,"Pattern cycling"
197,1,136114,136114,0,182,182,0,23,23,0,159,159,0,132,"Pattern cycling"
197,2,8071.09,8071.09,0,150,150,0,29,29,0,121,121,0,132,"Pattern cycling"
197,3,197400,197400,0,219,219,0,55,55,0,164,164,0,132,"Pattern cycling"
198,0,2131000,2131000,0,244,244,0,48,48,0,196,196,0,173,"Plowing"
198,1,41427,41427,0,199,199,0,56,56,0,143,143,0,173,"Plowing"
198,2,308374,308374,0,216,216,0,46,46,0,170,170,0,173,"Plowing"
198,3,2472650,2472650,0,283,283,0,85,85,0,198,198,0,173,"Plowing"
199,0,1459.8,1459.8,0,102,102,0,4,4,0,98,98,0,29,"Pattern cycling"
199,1,6457.53,6457.53,0,127,127,0,9,9,0,118,118,0,29,"Pattern cycling"
199,2,3562.51,3562.51,0,118,118,0,8,8,0,110,110,0,29,"Pattern cycling"
199,3,805.346,805.346,0,111,111,0,21,21,0,90,90,0,29,"Pattern cycling"
200,0,4796.36,4796.36,0,489,489,0,375,375,0,114,114,0,170,"Loop"
200,1,1836570,1836570,0,698,698,0,504,504,0,194,194,0,170,"Loop"
200,2,873213,873213,0,350,350,0,166,166,0,184,184,0,170,"Loop"
200,3,33363100,33363100,0,496,496,0,263,263,0,233,233,0,170,"Loop"
